# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	9309	9947	-						26738284	MB9_RS00050	639		old_locus_tag=MB9_0010
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	9309	9947	-	WP_048084357.1	WP_048084357.1		DUF1211 domain-containing protein		26738284	MB9_RS00050	639	212	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	9967	10545	-					hisB	26738285	MB9_RS00055	579		old_locus_tag=MB9_0011
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	9967	10545	-	WP_048084359.1	WP_048084359.1		imidazoleglycerol-phosphate dehydratase HisB	hisB	26738285	MB9_RS00055	579	192	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	10508	10735	-						26738286	MB9_RS00060	228		old_locus_tag=MB9_0012
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	10508	10735	-	WP_048084361.1	WP_048084361.1		ferredoxin family protein		26738286	MB9_RS00060	228	75	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	10892	11488	-						26738287	MB9_RS00065	597		old_locus_tag=MB9_0013
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	10892	11488	-	WP_048084362.1	WP_048084362.1		flavodoxin family protein		26738287	MB9_RS00065	597	198	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	11896	13164	-						60510313	MB9_RS12440	1269		old_locus_tag=MB9_0014
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	11896	13164	-	WP_197050476.1	WP_197050476.1		hypothetical protein		60510313	MB9_RS12440	1269	422	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	13234	13920	-						26738289	MB9_RS00075	687		old_locus_tag=MB9_0015
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	13234	13920	-	WP_048084365.1	WP_048084365.1		NAD(P)H-dependent oxidoreductase		26738289	MB9_RS00075	687	228	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	13917	14495	-						26738290	MB9_RS00080	579		old_locus_tag=MB9_0016
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	13917	14495	-	WP_048084367.1	WP_048084367.1		flavodoxin family protein		26738290	MB9_RS00080	579	192	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	14521	15147	-						26738291	MB9_RS00085	627		old_locus_tag=MB9_0017
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	14521	15147	-	WP_048084369.1	WP_048084369.1		TetR/AcrR family transcriptional regulator		26738291	MB9_RS00085	627	208	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	15464	16096	-						26738292	MB9_RS00090	633		old_locus_tag=MB9_0018
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	15464	16096	-	WP_052399916.1	WP_052399916.1		NAD(P)H-dependent oxidoreductase		26738292	MB9_RS00090	633	210	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	16093	16608	-						26738293	MB9_RS00095	516		old_locus_tag=MB9_0019
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	16093	16608	-	WP_048084371.1	WP_048084371.1		flavodoxin family protein		26738293	MB9_RS00095	516	171	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	16861	17055	-						26738294	MB9_RS00100	195		old_locus_tag=MB9_0020
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	16861	17055	-	WP_048084372.1	WP_048084372.1		2TM domain-containing protein		26738294	MB9_RS00100	195	64	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	17434	18654	-						26738295	MB9_RS00105	1221		old_locus_tag=MB9_0021
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	17434	18654	-	WP_048072894.1	WP_048072894.1		bifunctional 5,6,7,8-tetrahydromethanopterin hydro-lyase/3-hexulose-6-phosphate synthase		26738295	MB9_RS00105	1221	406	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	18846	20135	-						26738296	MB9_RS00110	1290		old_locus_tag=MB9_0022
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	18846	20135	-	WP_048084373.1	WP_048084373.1		TrpB-like pyridoxal phosphate-dependent enzyme		26738296	MB9_RS00110	1290	429	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	20391	21410	+						26738297	MB9_RS00115	1020		old_locus_tag=MB9_0024
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	20391	21410	+	WP_048084375.1	WP_048084375.1		DUF1786 domain-containing protein		26738297	MB9_RS00115	1020	339	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	21478	22128	+						26738298	MB9_RS00120	651		old_locus_tag=MB9_0025
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	21478	22128	+	WP_048084377.1	WP_048084377.1		PHP domain-containing protein		26738298	MB9_RS00120	651	216	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	22205	22705	+						26738299	MB9_RS00125	501		old_locus_tag=MB9_0026
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	22205	22705	+	WP_052399917.1	WP_052399917.1		GNAT family N-acetyltransferase		26738299	MB9_RS00125	501	166	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	22749	23543	+						26738300	MB9_RS00130	795		old_locus_tag=MB9_0027
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	22749	23543	+	WP_048072898.1	WP_048072898.1		DUF63 family protein		26738300	MB9_RS00130	795	264	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	23650	25185	+						26738301	MB9_RS00135	1536		old_locus_tag=MB9_0028
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	23650	25185	+	WP_048072899.1	WP_048072899.1		2-isopropylmalate synthase		26738301	MB9_RS00135	1536	511	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	25283	26029	+						26738302	MB9_RS00140	747		old_locus_tag=MB9_0029
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	25283	26029	+	WP_048072900.1	WP_048072900.1		response regulator		26738302	MB9_RS00140	747	248	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	26063	26830	+						26738303	MB9_RS00145	768		old_locus_tag=MB9_0030
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	26063	26830	+	WP_048072901.1	WP_048072901.1		response regulator		26738303	MB9_RS00145	768	255	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	27047	27328	+					albA	26738304	MB9_RS00150	282		old_locus_tag=MB9_0031
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	27047	27328	+	WP_048072902.1	WP_048072902.1		DNA-binding protein Alba	albA	26738304	MB9_RS00150	282	93	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	27637	28884	-						26738305	MB9_RS00155	1248		old_locus_tag=MB9_0032
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	27637	28884	-	WP_048072903.1	WP_048072903.1		PQQ-binding-like beta-propeller repeat protein		26738305	MB9_RS00155	1248	415	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	28926	30119	-						26738306	MB9_RS00160	1194		old_locus_tag=MB9_0033
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	28926	30119	-	WP_048072904.1	WP_048072904.1		ABC transporter permease		26738306	MB9_RS00160	1194	397	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	30122	31210	-						26738307	MB9_RS00165	1089		old_locus_tag=MB9_0034
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	30122	31210	-	WP_048072905.1	WP_048072905.1		ATP-binding cassette domain-containing protein		26738307	MB9_RS00165	1089	362	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	31215	31556	-						26738308	MB9_RS00170	342		old_locus_tag=MB9_0035
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	31215	31556	-	WP_081944598.1	WP_081944598.1		PadR family transcriptional regulator		26738308	MB9_RS00170	342	113	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	31904	32653	+						26738309	MB9_RS00175	750		old_locus_tag=MB9_0036
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	31904	32653	+	WP_048072906.1	WP_048072906.1		sugar phosphate isomerase/epimerase		26738309	MB9_RS00175	750	249	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	32785	33888	+						26738310	MB9_RS00180	1104		old_locus_tag=MB9_0037
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	32785	33888	+	WP_048084378.1	WP_048084378.1		DUF362 domain-containing protein		26738310	MB9_RS00180	1104	367	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	34062	34592	+						26738311	MB9_RS00185	531		old_locus_tag=MB9_0038
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	34062	34592	+	WP_048072908.1	WP_048072908.1		hypothetical protein		26738311	MB9_RS00185	531	176	
gene	pseudogene	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	34698	35230	+						26738312	MB9_RS00190	533		pseudo
CDS	without_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	34698	35230	+				DUF1211 domain-containing protein		26738312	MB9_RS00190	533		pseudo
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	35348	36136	-						26738313	MB9_RS00195	789		old_locus_tag=MB9_0041
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	35348	36136	-	WP_048072909.1	WP_048072909.1		HAD family hydrolase		26738313	MB9_RS00195	789	262	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	36229	36861	-						26738314	MB9_RS00200	633		old_locus_tag=MB9_0042
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	36229	36861	-	WP_048084379.1	WP_048084379.1		LysE family translocator		26738314	MB9_RS00200	633	210	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	37093	37257	-						55593078	MB9_RS12300	165		old_locus_tag=MB9_0043
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	37093	37257	-	WP_171824043.1	WP_171824043.1		hypothetical protein		55593078	MB9_RS12300	165	54	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	37361	38344	-						26738315	MB9_RS00205	984		old_locus_tag=MB9_0044
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	37361	38344	-	WP_048072911.1	WP_048072911.1		alanine dehydrogenase		26738315	MB9_RS00205	984	327	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	38539	39315	+						26738316	MB9_RS00210	777		old_locus_tag=MB9_0045
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	38539	39315	+	WP_048072912.1	WP_048072912.1		DUF1624 domain-containing protein		26738316	MB9_RS00210	777	258	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	39510	40886	+					gatA	26738317	MB9_RS00215	1377		old_locus_tag=MB9_0046
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	39510	40886	+	WP_048084381.1	WP_048084381.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA	26738317	MB9_RS00215	1377	458	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	41012	42553	+						26738318	MB9_RS00220	1542		old_locus_tag=MB9_0047
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	41012	42553	+	WP_048084383.1	WP_048084383.1		AAA family ATPase		26738318	MB9_RS00220	1542	513	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	42863	46459	-						26738319	MB9_RS00225	3597		old_locus_tag=MB9_0048
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	42863	46459	-	WP_060537245.1	WP_060537245.1		Ig-like domain repeat protein		26738319	MB9_RS00225	3597	1198	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	46636	47688	-						26738320	MB9_RS00230	1053		old_locus_tag=MB9_0049
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	46636	47688	-	WP_052399936.1	WP_052399936.1		transposase		26738320	MB9_RS00230	1053	350	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	48147	51797	-						26738321	MB9_RS00235	3651		old_locus_tag=MB9_0050
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	48147	51797	-	WP_060537246.1	WP_060537246.1		Ig-like domain repeat protein		26738321	MB9_RS00235	3651	1216	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	52390	53067	-					ribB	26738322	MB9_RS00240	678		old_locus_tag=MB9_0051
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	52390	53067	-	WP_048084386.1	WP_048084386.1		3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB	26738322	MB9_RS00240	678	225	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	53217	53591	-						26738323	MB9_RS00245	375		old_locus_tag=MB9_0052
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	53217	53591	-	WP_048073881.1	WP_048073881.1		DUF120 domain-containing protein		26738323	MB9_RS00245	375	124	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	53635	54291	-						26738324	MB9_RS00250	657		old_locus_tag=MB9_0053
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	53635	54291	-	WP_048072918.1	WP_048072918.1		endonuclease V		26738324	MB9_RS00250	657	218	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	54349	56007	-					sepS	26738325	MB9_RS00255	1659		old_locus_tag=MB9_0054
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	54349	56007	-	WP_048084388.1	WP_048084388.1		O-phosphoserine--tRNA ligase	sepS	26738325	MB9_RS00255	1659	552	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	56136	57779	+						26738326	MB9_RS00260	1644		old_locus_tag=MB9_0055
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	56136	57779	+	WP_048084389.1	WP_048084389.1		fumarate reductase subunit A		26738326	MB9_RS00260	1644	547	
gene	tRNA	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	58008	58079	-						26738327	MB9_RS00265	72		old_locus_tag=MB9_0056
tRNA		GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	58008	58079	-				tRNA-Arg		26738327	MB9_RS00265	72		anticodon=GCG
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	58302	58769	-						26738328	MB9_RS00270	468		old_locus_tag=MB9_0057
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	58302	58769	-	WP_048084391.1	WP_048084391.1		HIT family protein		26738328	MB9_RS00270	468	155	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	58910	59515	-						26738329	MB9_RS00275	606		old_locus_tag=MB9_0058
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	58910	59515	-	WP_048084393.1	WP_048084393.1		hypothetical protein		26738329	MB9_RS00275	606	201	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	59625	60053	-						26738330	MB9_RS00280	429		old_locus_tag=MB9_0059
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	59625	60053	-	WP_048084395.1	WP_048084395.1		hypothetical protein		26738330	MB9_RS00280	429	142	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	60146	61522	-						26738331	MB9_RS00285	1377		old_locus_tag=MB9_0060
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	60146	61522	-	WP_048084396.1	WP_048084396.1		AIR synthase related protein		26738331	MB9_RS00285	1377	458	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	61607	62218	-					hisH	26738332	MB9_RS00290	612		old_locus_tag=MB9_0061
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	61607	62218	-	WP_048084398.1	WP_048084398.1		imidazole glycerol phosphate synthase subunit HisH	hisH	26738332	MB9_RS00290	612	203	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	62333	63340	-						26738333	MB9_RS00295	1008		old_locus_tag=MB9_0062
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	62333	63340	-	WP_048072929.1	WP_048072929.1		NTP transferase domain-containing protein		26738333	MB9_RS00295	1008	335	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	63494	64588	-					cfbD	26738334	MB9_RS00300	1095		old_locus_tag=MB9_0063
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	63494	64588	-	WP_048084400.1	WP_048084400.1		Ni-sirohydrochlorin a,c-diamide reductive cyclase catalytic subunit	cfbD	26738334	MB9_RS00300	1095	364	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	64844	65575	+						26738335	MB9_RS00305	732		old_locus_tag=MB9_0064
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	64844	65575	+	WP_048084402.1	WP_048084402.1		hypothetical protein		26738335	MB9_RS00305	732	243	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	65725	66498	+						26738336	MB9_RS00310	774		old_locus_tag=MB9_0065
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	65725	66498	+	WP_060537247.1	WP_060537247.1		DNA/RNA nuclease SfsA		26738336	MB9_RS00310	774	257	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	66539	67552	-						26738337	MB9_RS00315	1014		old_locus_tag=MB9_0066
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	66539	67552	-	WP_048072933.1	WP_048072933.1		potassium channel protein		26738337	MB9_RS00315	1014	337	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	67582	67926	-						26738338	MB9_RS00320	345		old_locus_tag=MB9_0067
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	67582	67926	-	WP_048084406.1	WP_048084406.1		hypothetical protein		26738338	MB9_RS00320	345	114	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	68124	70856	-						26738339	MB9_RS00325	2733		old_locus_tag=MB9_0068
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	68124	70856	-	WP_048084408.1	WP_048084408.1		cation-transporting P-type ATPase		26738339	MB9_RS00325	2733	910	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	71172	71735	+						26738340	MB9_RS00330	564		old_locus_tag=MB9_0069
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	71172	71735	+	WP_048072936.1	WP_048072936.1		LemA family protein		26738340	MB9_RS00330	564	187	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	71755	73566	+						26738341	MB9_RS00335	1812		old_locus_tag=MB9_0070
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	71755	73566	+	WP_048085874.1	WP_048085874.1		DUF2207 domain-containing protein		26738341	MB9_RS00335	1812	603	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	73725	73901	+						55593079	MB9_RS12305	177		old_locus_tag=MB9_0071
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	73725	73901	+	WP_171824044.1	WP_171824044.1		hypothetical protein		55593079	MB9_RS12305	177	58	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	73957	75144	-						26738342	MB9_RS00340	1188		old_locus_tag=MB9_0072
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	73957	75144	-	WP_048084410.1	WP_048084410.1		redox-regulated ATPase YchF		26738342	MB9_RS00340	1188	395	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	75332	75955	+					cbiE	26738343	MB9_RS00345	624		old_locus_tag=MB9_0073
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	75332	75955	+	WP_048084412.1	WP_048084412.1		precorrin-6y C5,15-methyltransferase (decarboxylating) subunit CbiE	cbiE	26738343	MB9_RS00345	624	207	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	75987	76352	-						26738344	MB9_RS00350	366		old_locus_tag=MB9_0074
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	75987	76352	-	WP_048072940.1	WP_048072940.1		cupin domain-containing protein		26738344	MB9_RS00350	366	121	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	76438	76620	-						26738345	MB9_RS00355	183		old_locus_tag=MB9_0075
CDS	with_protein	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	76438	76620	-	WP_048072941.1	WP_048072941.1		hypothetical protein		26738345	MB9_RS00355	183	60	
gene	protein_coding	GCF_001458655.1	Primary Assembly	chromosome	I	NZ_LN734822.1	76768	77472	-						26738346	MB9_RS00360	705		old_locus_tag=MB9_0076
