# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	9322	9987	-						35124826	BK009_RS00055	666		old_locus_tag=BK009_00055
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	9322	9987	-	WP_100907496.1	WP_100907496.1		TIGR00297 family protein		35124826	BK009_RS00055	666	221	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	10001	10591	-						35124827	BK009_RS00060	591		old_locus_tag=BK009_00060
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	10001	10591	-	WP_100904753.1	WP_100904753.1		30S ribosomal protein S3ae		35124827	BK009_RS00060	591	196	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	11331	11807	+						35124829	BK009_RS00070	477		old_locus_tag=BK009_00070
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	11331	11807	+	WP_100907498.1	WP_100907498.1		hypothetical protein		35124829	BK009_RS00070	477	158	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	11884	12207	-						35124830	BK009_RS00075	324		old_locus_tag=BK009_00075
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	11884	12207	-	WP_100907499.1	WP_100907499.1		dinitrogenase iron-molybdenum cofactor biosynthesis protein		35124830	BK009_RS00075	324	107	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	12289	13029	-						35124831	BK009_RS00080	741		old_locus_tag=BK009_00080
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	12289	13029	-	WP_100908735.1	WP_100908735.1		class I SAM-dependent methyltransferase		35124831	BK009_RS00080	741	246	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	13123	13689	-						35124832	BK009_RS00085	567		old_locus_tag=BK009_00085
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	13123	13689	-	WP_100907501.1	WP_100907501.1		flavodoxin family protein		35124832	BK009_RS00085	567	188	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	13907	14470	-						35124833	BK009_RS00090	564		old_locus_tag=BK009_00090
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	13907	14470	-	WP_100907502.1	WP_100907502.1		methylated-DNA--[protein]-cysteine S-methyltransferase		35124833	BK009_RS00090	564	187	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	14605	15363	-						35124834	BK009_RS00095	759		old_locus_tag=BK009_00095
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	14605	15363	-	WP_100907503.1	WP_100907503.1		SagB/ThcOx family dehydrogenase		35124834	BK009_RS00095	759	252	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	15469	16347	-						35124835	BK009_RS00100	879		old_locus_tag=BK009_00100
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	15469	16347	-	WP_100908736.1	WP_100908736.1		alpha/beta hydrolase		35124835	BK009_RS00100	879	292	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	16919	17395	+						35124836	BK009_RS00105	477		old_locus_tag=BK009_00105
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	16919	17395	+	WP_232727978.1	WP_232727978.1		response regulator		35124836	BK009_RS00105	477	158	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	17754	18212	+						35124837	BK009_RS00110	459		old_locus_tag=BK009_00110
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	17754	18212	+	WP_100907505.1	WP_100907505.1		hypothetical protein		35124837	BK009_RS00110	459	152	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	18209	18649	+						35124838	BK009_RS00115	441		old_locus_tag=BK009_00115
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	18209	18649	+	WP_205835896.1	WP_205835896.1		DUF2178 domain-containing protein		35124838	BK009_RS00115	441	146	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	18678	19055	+						35124839	BK009_RS00120	378		old_locus_tag=BK009_00120
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	18678	19055	+	WP_100907507.1	WP_100907507.1		DUF2178 domain-containing protein		35124839	BK009_RS00120	378	125	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	19091	19258	+						35124840	BK009_RS00125	168		old_locus_tag=BK009_00125
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	19091	19258	+	WP_236950995.1	WP_236950995.1		helix-turn-helix transcriptional regulator		35124840	BK009_RS00125	168	55	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	19260	19712	+						35124841	BK009_RS00130	453		old_locus_tag=BK009_00130
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	19260	19712	+	WP_100907508.1	WP_100907508.1		hypothetical protein		35124841	BK009_RS00130	453	150	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	19787	20491	-						35124842	BK009_RS00135	705		old_locus_tag=BK009_00135
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	19787	20491	-	WP_100906666.1	WP_100906666.1		DUF116 domain-containing protein		35124842	BK009_RS00135	705	234	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	20822	21283	-						35124843	BK009_RS00140	462		old_locus_tag=BK009_00140
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	20822	21283	-	WP_100908737.1	WP_100908737.1		hypothetical protein		35124843	BK009_RS00140	462	153	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	21308	21460	-						54851676	BK009_RS12465	153		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	21308	21460	-	WP_162295431.1	WP_162295431.1		hydrogenase maturation nickel metallochaperone HypA		54851676	BK009_RS12465	153	50	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	21665	22762	+						35124844	BK009_RS00145	1098		old_locus_tag=BK009_00145
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	21665	22762	+	WP_232728105.1	WP_232728105.1		ATP-binding protein		35124844	BK009_RS00145	1098	365	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	22759	23613	+						35124845	BK009_RS00150	855		old_locus_tag=BK009_00150
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	22759	23613	+	WP_100907511.1	WP_100907511.1		VWA domain-containing protein		35124845	BK009_RS00150	855	284	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	23739	24257	-						35124846	BK009_RS00155	519		old_locus_tag=BK009_00155
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	23739	24257	-	WP_100907512.1	WP_100907512.1		hypothetical protein		35124846	BK009_RS00155	519	172	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	24563	28663	+						35124847	BK009_RS00160	4101		old_locus_tag=BK009_00160
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	24563	28663	+	WP_100908738.1	WP_100908738.1		PAS domain S-box protein		35124847	BK009_RS00160	4101	1366	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	28650	28970	+						35124848	BK009_RS00165	321		old_locus_tag=BK009_00165
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	28650	28970	+	WP_100908739.1	WP_100908739.1		ATP-binding protein		35124848	BK009_RS00165	321	106	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	29152	29667	+						35124849	BK009_RS00170	516		old_locus_tag=BK009_00170
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	29152	29667	+	WP_100904736.1	WP_100904736.1		DUF367 family protein		35124849	BK009_RS00170	516	171	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	29671	29817	+						35124850	BK009_RS00175	147		old_locus_tag=BK009_00175
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	29671	29817	+	WP_004031438.1	WP_004031438.1		50S ribosomal protein L40e		35124850	BK009_RS00175	147	48	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	29978	30718	+						35124851	BK009_RS00180	741		old_locus_tag=BK009_00180
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	29978	30718	+	WP_100907514.1	WP_100907514.1		geranylgeranylglyceryl/heptaprenylglyceryl phosphate synthase		35124851	BK009_RS00180	741	246	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	30884	31561	+						35124852	BK009_RS00185	678		old_locus_tag=BK009_00185
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	30884	31561	+	WP_100907515.1	WP_100907515.1		DUF169 domain-containing protein		35124852	BK009_RS00185	678	225	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	31663	32346	-						35124853	BK009_RS00190	684		old_locus_tag=BK009_00190
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	31663	32346	-	WP_100908740.1	WP_100908740.1		NTP transferase domain-containing protein		35124853	BK009_RS00190	684	227	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	32392	33138	-						70359650	BK009_RS12570	747		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	32392	33138	-	WP_236950996.1	WP_236950996.1		hypothetical protein		70359650	BK009_RS12570	747	248	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	33105	33575	-						70359651	BK009_RS12575	471		
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	33105	33575	-	WP_236950997.1	WP_236950997.1		hypothetical protein		70359651	BK009_RS12575	471	156	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	33606	34841	-						35124855	BK009_RS00200	1236		old_locus_tag=BK009_00200
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	33606	34841	-	WP_232727979.1	WP_232727979.1		Mur ligase family protein		35124855	BK009_RS00200	1236	411	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	35295	36341	+					hypD	35124856	BK009_RS00205	1047		old_locus_tag=BK009_00205
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	35295	36341	+	WP_100907963.1	WP_100907963.1		hydrogenase formation protein HypD	hypD	35124856	BK009_RS00205	1047	348	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	36442	37107	+						35124857	BK009_RS00210	666		old_locus_tag=BK009_00210
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	36442	37107	+	WP_100907519.1	WP_100907519.1		phosphoglycolate phosphatase		35124857	BK009_RS00210	666	221	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	37104	38408	+						35124858	BK009_RS00215	1305		old_locus_tag=BK009_00215
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	37104	38408	+	WP_100908741.1	WP_100908741.1		TldD/PmbA family protein		35124858	BK009_RS00215	1305	434	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	38520	39548	+						35124859	BK009_RS00220	1029		old_locus_tag=BK009_00220
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	38520	39548	+	WP_157809672.1	WP_157809672.1		radical SAM protein		35124859	BK009_RS00220	1029	342	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	39868	40104	+						35124860	BK009_RS00225	237		old_locus_tag=BK009_00225
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	39868	40104	+	WP_100907522.1	WP_100907522.1		hypothetical protein		35124860	BK009_RS00225	237	78	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	40243	40986	-						35124861	BK009_RS00230	744		old_locus_tag=BK009_00230
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	40243	40986	-	WP_100907523.1	WP_100907523.1		alpha/beta hydrolase		35124861	BK009_RS00230	744	247	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	41088	41909	-					heR	35124862	BK009_RS00235	822		old_locus_tag=BK009_00235
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	41088	41909	-	WP_100908743.1	WP_100908743.1		heliorhodopsin HeR	heR	35124862	BK009_RS00235	822	273	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	42202	42768	+						35124863	BK009_RS00240	567		old_locus_tag=BK009_00240
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	42202	42768	+	WP_236951057.1	WP_236951057.1		heme-binding protein		35124863	BK009_RS00240	567	188	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	42831	43505	+						35124864	BK009_RS00245	675		old_locus_tag=BK009_00245
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	42831	43505	+	WP_100907525.1	WP_100907525.1		zinc ribbon domain-containing protein		35124864	BK009_RS00245	675	224	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	43624	44148	+						35124865	BK009_RS00250	525		old_locus_tag=BK009_00250
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	43624	44148	+	WP_100908745.1	WP_100908745.1		NTPase		35124865	BK009_RS00250	525	174	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	44228	45481	-						35124866	BK009_RS00255	1254		old_locus_tag=BK009_00255
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	44228	45481	-	WP_100907527.1	WP_100907527.1		methanogenesis marker 16 metalloprotein		35124866	BK009_RS00255	1254	417	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	45581	48310	-					alaS	35124867	BK009_RS00260	2730		old_locus_tag=BK009_00260
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	45581	48310	-	WP_100908746.1	WP_100908746.1		alanine--tRNA ligase	alaS	35124867	BK009_RS00260	2730	909	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	48551	48856	-					rpl12p	35124868	BK009_RS00265	306		old_locus_tag=BK009_00265
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	48551	48856	-	WP_100904723.1	WP_100904723.1		50S ribosomal protein P1	rpl12p	35124868	BK009_RS00265	306	101	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	48959	49966	-						35124869	BK009_RS00270	1008		old_locus_tag=BK009_00270
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	48959	49966	-	WP_100907530.1	WP_100907530.1		50S ribosomal protein L10		35124869	BK009_RS00270	1008	335	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	49968	50606	-						35124870	BK009_RS00275	639		old_locus_tag=BK009_00275
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	49968	50606	-	WP_100904721.1	WP_100904721.1		50S ribosomal protein L1		35124870	BK009_RS00275	639	212	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	50754	51242	-						35124871	BK009_RS00280	489		old_locus_tag=BK009_00280
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	50754	51242	-	WP_100907531.1	WP_100907531.1		50S ribosomal protein L11		35124871	BK009_RS00280	489	162	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	51242	51685	-						35124872	BK009_RS00285	444		old_locus_tag=BK009_00285
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	51242	51685	-	WP_004031406.1	WP_004031406.1		transcription elongation factor Spt5		35124872	BK009_RS00285	444	147	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	51709	51897	-						35124873	BK009_RS00290	189		old_locus_tag=BK009_00290
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	51709	51897	-	WP_100904719.1	WP_100904719.1		protein translocase SEC61 complex subunit gamma		35124873	BK009_RS00290	189	62	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	52090	53238	-					ftsZ	35124874	BK009_RS00295	1149		old_locus_tag=BK009_00295
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	52090	53238	-	WP_100904718.1	WP_100904718.1		cell division protein FtsZ	ftsZ	35124874	BK009_RS00295	1149	382	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	53469	54032	-						35124875	BK009_RS00300	564		old_locus_tag=BK009_00300
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	53469	54032	-	WP_100907532.1	WP_100907532.1		hypothetical protein		35124875	BK009_RS00300	564	187	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	54425	55201	+					comA	35124876	BK009_RS00305	777		old_locus_tag=BK009_00305
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	54425	55201	+	WP_100904716.1	WP_100904716.1		phosphosulfolactate synthase	comA	35124876	BK009_RS00305	777	258	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	55198	55974	+						35124877	BK009_RS00310	777		old_locus_tag=BK009_00310
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	55198	55974	+	WP_100904715.1	WP_100904715.1		ATP-binding cassette domain-containing protein		35124877	BK009_RS00310	777	258	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	56350	57051	+						35124878	BK009_RS00315	702		old_locus_tag=BK009_00315
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	56350	57051	+	WP_100904714.1	WP_100904714.1		hypothetical protein		35124878	BK009_RS00315	702	233	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	57076	57762	+						35124879	BK009_RS00320	687		old_locus_tag=BK009_00320
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	57076	57762	+	WP_100906661.1	WP_100906661.1		hypothetical protein		35124879	BK009_RS00320	687	228	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	57889	58740	+						35124880	BK009_RS00325	852		old_locus_tag=BK009_00325
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	57889	58740	+	WP_100906660.1	WP_100906660.1		coenzyme F420-0:L-glutamate ligase		35124880	BK009_RS00325	852	283	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	59177	59662	+					tfe	35124881	BK009_RS00330	486		old_locus_tag=BK009_00330
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	59177	59662	+	WP_100907533.1	WP_100907533.1		transcription factor E	tfe	35124881	BK009_RS00330	486	161	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	59882	60400	+						35124882	BK009_RS00335	519		old_locus_tag=BK009_00335
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	59882	60400	+	WP_100904712.1	WP_100904712.1		TIGR00295 family protein		35124882	BK009_RS00335	519	172	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	60719	61360	+						35124883	BK009_RS00340	642		old_locus_tag=BK009_00340
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	60719	61360	+	WP_100907534.1	WP_100907534.1		TfuA-related McrA-glycine thioamidation protein		35124883	BK009_RS00340	642	213	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	61490	62536	+					larE	35124884	BK009_RS00345	1047		old_locus_tag=BK009_00345
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	61490	62536	+	WP_100907535.1	WP_100907535.1		ATP-dependent sacrificial sulfur transferase LarE	larE	35124884	BK009_RS00345	1047	348	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	62748	63185	-						35124885	BK009_RS00350	438		old_locus_tag=BK009_00350
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	62748	63185	-	WP_100904709.1	WP_100904709.1		hypothetical protein		35124885	BK009_RS00350	438	145	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	63293	64129	-						35124886	BK009_RS00355	837		old_locus_tag=BK009_00355
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	63293	64129	-	WP_100907536.1	WP_100907536.1		CBS domain-containing protein		35124886	BK009_RS00355	837	278	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	64179	64625	-						35124887	BK009_RS00360	447		old_locus_tag=BK009_00360
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	64179	64625	-	WP_100904707.1	WP_100904707.1		universal stress protein		35124887	BK009_RS00360	447	148	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	64630	65802	-						35124888	BK009_RS00365	1173		old_locus_tag=BK009_00365
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	64630	65802	-	WP_100907537.1	WP_100907537.1		amidohydrolase family protein		35124888	BK009_RS00365	1173	390	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	66023	69208	-					carB	35124889	BK009_RS00370	3186		old_locus_tag=BK009_00370
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	66023	69208	-	WP_100907538.1	WP_100907538.1		carbamoyl-phosphate synthase large subunit	carB	35124889	BK009_RS00370	3186	1061	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	69307	70389	-					carA	35124890	BK009_RS00375	1083		old_locus_tag=BK009_00375
CDS	with_protein	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	69307	70389	-	WP_100907539.1	WP_100907539.1		glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit	carA	35124890	BK009_RS00375	1083	360	
gene	protein_coding	GCF_002813695.1	Primary Assembly	chromosome		NZ_CP017768.1	70759	71217	-					rimI	35124891	BK009_RS00380	459		old_locus_tag=BK009_00380
