# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	26859	27479	+						10276452	METBO_RS00140	621		old_locus_tag=Metbo_0030
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	26859	27479	+	WP_013643634.1	WP_013643634.1		carboxymuconolactone decarboxylase family protein		10276452	METBO_RS00140	621	206	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	27593	27943	+						10276453	METBO_RS00145	351		old_locus_tag=Metbo_0031
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	27593	27943	+	WP_013643635.1	WP_013643635.1		VOC family protein		10276453	METBO_RS00145	351	116	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	28007	29224	-						10276454	METBO_RS00150	1218		old_locus_tag=Metbo_0032
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	28007	29224	-	WP_013643636.1	WP_013643636.1		MFS transporter		10276454	METBO_RS00150	1218	405	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	29451	29675	+						10276455	METBO_RS00155	225		old_locus_tag=Metbo_0033
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	29451	29675	+	WP_013643637.1	WP_013643637.1		hypothetical protein		10276455	METBO_RS00155	225	74	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	29840	30217	-						10276456	METBO_RS00160	378		old_locus_tag=Metbo_0034
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	29840	30217	-	WP_013643638.1	WP_013643638.1		DUF5518 domain-containing protein		10276456	METBO_RS00160	378	125	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	30238	31635	-						10276457	METBO_RS00165	1398		old_locus_tag=Metbo_0035
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	30238	31635	-	WP_013643639.1	WP_013643639.1		NAD(P)/FAD-dependent oxidoreductase		10276457	METBO_RS00165	1398	465	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	31881	32597	-					sfsA	10276458	METBO_RS00170	717		old_locus_tag=Metbo_0036
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	31881	32597	-	WP_013643640.1	WP_013643640.1		DNA/RNA nuclease SfsA	sfsA	10276458	METBO_RS00170	717	238	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	32701	33780	+					cfbD	10276459	METBO_RS00175	1080		old_locus_tag=Metbo_0037
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	32701	33780	+	WP_013643641.1	WP_013643641.1		Ni-sirohydrochlorin a,c-diamide reductive cyclase catalytic subunit	cfbD	10276459	METBO_RS00175	1080	359	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	33953	34960	+						10276460	METBO_RS00180	1008		old_locus_tag=Metbo_0038
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	33953	34960	+	WP_013643642.1	WP_013643642.1		NTP transferase domain-containing protein		10276460	METBO_RS00180	1008	335	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	35005	35616	+					hisH	10276461	METBO_RS00185	612		old_locus_tag=Metbo_0039
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	35005	35616	+	WP_013643643.1	WP_013643643.1		imidazole glycerol phosphate synthase subunit HisH	hisH	10276461	METBO_RS00185	612	203	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	35695	37059	+						10276462	METBO_RS00190	1365		old_locus_tag=Metbo_0040
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	35695	37059	+	WP_013643644.1	WP_013643644.1		AIR synthase related protein		10276462	METBO_RS00190	1365	454	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	37115	37546	+						10276463	METBO_RS00195	432		old_locus_tag=Metbo_0041
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	37115	37546	+	WP_013643645.1	WP_013643645.1		hypothetical protein		10276463	METBO_RS00195	432	143	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	37738	38352	+						10276464	METBO_RS00200	615		old_locus_tag=Metbo_0042
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	37738	38352	+	WP_013643646.1	WP_013643646.1		phosphatase PAP2 family protein		10276464	METBO_RS00200	615	204	
gene	tRNA	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	38477	38548	+						10276465	METBO_RS00205	72		old_locus_tag=Metbo_R0001
tRNA		GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	38477	38548	+				tRNA-Arg		10276465	METBO_RS00205	72		anticodon=GCG
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	38605	40281	-						10276466	METBO_RS00210	1677		old_locus_tag=Metbo_0043
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	38605	40281	-	WP_013643647.1	WP_013643647.1		fumarate reductase subunit A		10276466	METBO_RS00210	1677	558	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	40723	42318	+					sepS	10276467	METBO_RS00215	1596		old_locus_tag=Metbo_0044
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	40723	42318	+	WP_013643648.1	WP_013643648.1		O-phosphoserine--tRNA ligase	sepS	10276467	METBO_RS00215	1596	531	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	42459	42836	+						10276468	METBO_RS00220	378		old_locus_tag=Metbo_0045
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	42459	42836	+	WP_048186290.1	WP_048186290.1		DUF120 domain-containing protein		10276468	METBO_RS00220	378	125	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	42880	43563	+					ribB	10276469	METBO_RS00225	684		old_locus_tag=Metbo_0046
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	42880	43563	+	WP_013643650.1	WP_013643650.1		3,4-dihydroxy-2-butanone-4-phosphate synthase	ribB	10276469	METBO_RS00225	684	227	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	43595	45088	-						10276470	METBO_RS00230	1494		old_locus_tag=Metbo_0047
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	43595	45088	-	WP_013643651.1	WP_013643651.1		AAA family ATPase		10276470	METBO_RS00230	1494	497	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	45153	46412	-						10276471	METBO_RS00235	1260		old_locus_tag=Metbo_0048
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	45153	46412	-	WP_013643652.1	WP_013643652.1		MFS transporter		10276471	METBO_RS00235	1260	419	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	46667	48046	-					gatA	10276472	METBO_RS00240	1380		old_locus_tag=Metbo_0049
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	46667	48046	-	WP_013643653.1	WP_013643653.1		Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatA	gatA	10276472	METBO_RS00240	1380	459	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	48169	48936	-						10276473	METBO_RS00245	768		old_locus_tag=Metbo_0050
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	48169	48936	-	WP_013643654.1	WP_013643654.1		DUF1624 domain-containing protein		10276473	METBO_RS00245	768	255	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	49078	50085	+					ala	10276474	METBO_RS00250	1008		old_locus_tag=Metbo_0051
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	49078	50085	+	WP_013643655.1	WP_013643655.1		alanine dehydrogenase	ala	10276474	METBO_RS00250	1008	335	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	50139	50300	+						55575254	METBO_RS13800	162		old_locus_tag=Metbo_0052
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	50139	50300	+	WP_013643656.1	WP_013643656.1		hypothetical protein		55575254	METBO_RS13800	162	53	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	50357	51004	+						10276476	METBO_RS00255	648		old_locus_tag=Metbo_0053
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	50357	51004	+	WP_013643657.1	WP_013643657.1		LysE family transporter		10276476	METBO_RS00255	648	215	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	51178	51966	+						10276477	METBO_RS00260	789		old_locus_tag=Metbo_0054
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	51178	51966	+	WP_013643658.1	WP_013643658.1		HAD family hydrolase		10276477	METBO_RS00260	789	262	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	52090	52707	-						10276478	METBO_RS00265	618		old_locus_tag=Metbo_0055
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	52090	52707	-	WP_013643659.1	WP_013643659.1		TMEM175 family protein		10276478	METBO_RS00265	618	205	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	52709	53209	-						10276479	METBO_RS00270	501		old_locus_tag=Metbo_0056
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	52709	53209	-	WP_013643660.1	WP_013643660.1		hypothetical protein		10276479	METBO_RS00270	501	166	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	53363	54469	-						10276480	METBO_RS00275	1107		old_locus_tag=Metbo_0057
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	53363	54469	-	WP_013643661.1	WP_013643661.1		DUF362 domain-containing protein		10276480	METBO_RS00275	1107	368	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	54733	55494	-						10276481	METBO_RS00280	762		old_locus_tag=Metbo_0058
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	54733	55494	-	WP_013643662.1	WP_013643662.1		sugar phosphate isomerase/epimerase		10276481	METBO_RS00280	762	253	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	55622	56089	+						10276482	METBO_RS00285	468		old_locus_tag=Metbo_0059
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	55622	56089	+	WP_013643663.1	WP_013643663.1		PadR family transcriptional regulator		10276482	METBO_RS00285	468	155	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	56102	57196	+						10276483	METBO_RS00290	1095		old_locus_tag=Metbo_0060
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	56102	57196	+	WP_013643664.1	WP_013643664.1		ATP-binding cassette domain-containing protein		10276483	METBO_RS00290	1095	364	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	57189	58358	+						10276484	METBO_RS00295	1170		old_locus_tag=Metbo_0061
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	57189	58358	+	WP_013643665.1	WP_013643665.1		ABC transporter permease		10276484	METBO_RS00295	1170	389	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	58407	59642	+						10276485	METBO_RS00300	1236		old_locus_tag=Metbo_0062
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	58407	59642	+	WP_013643666.1	WP_013643666.1		PQQ-binding-like beta-propeller repeat protein		10276485	METBO_RS00300	1236	411	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	59724	60011	-					albA	10276486	METBO_RS00305	288		old_locus_tag=Metbo_0063
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	59724	60011	-	WP_013643667.1	WP_013643667.1		DNA-binding protein Alba	albA	10276486	METBO_RS00305	288	95	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	60277	61032	-						10276487	METBO_RS00310	756		old_locus_tag=Metbo_0064
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	60277	61032	-	WP_013643668.1	WP_013643668.1		response regulator		10276487	METBO_RS00310	756	251	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	61051	61794	-						10276488	METBO_RS00315	744		old_locus_tag=Metbo_0065
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	61051	61794	-	WP_013643669.1	WP_013643669.1		response regulator		10276488	METBO_RS00315	744	247	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	61832	63349	-						10276489	METBO_RS00320	1518		old_locus_tag=Metbo_0066
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	61832	63349	-	WP_013643670.1	WP_013643670.1		2-isopropylmalate synthase		10276489	METBO_RS00320	1518	505	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	63429	64226	-						10276490	METBO_RS00325	798		old_locus_tag=Metbo_0067
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	63429	64226	-	WP_013643671.1	WP_013643671.1		DUF63 family protein		10276490	METBO_RS00325	798	265	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	64285	64935	-						10276491	METBO_RS00330	651		old_locus_tag=Metbo_0068
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	64285	64935	-	WP_013643672.1	WP_013643672.1		PHP domain-containing protein		10276491	METBO_RS00330	651	216	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	64970	65989	-						10276492	METBO_RS00335	1020		old_locus_tag=Metbo_0069
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	64970	65989	-	WP_048186291.1	WP_048186291.1		DUF1786 family protein		10276492	METBO_RS00335	1020	339	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	66190	67482	+						10276493	METBO_RS00340	1293		old_locus_tag=Metbo_0070
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	66190	67482	+	WP_013643674.1	WP_013643674.1		TrpB-like pyridoxal phosphate-dependent enzyme		10276493	METBO_RS00340	1293	430	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	67665	68885	+						10276494	METBO_RS00345	1221		old_locus_tag=Metbo_0071
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	67665	68885	+	WP_013643675.1	WP_013643675.1		bifunctional 5,6,7,8-tetrahydromethanopterin hydro-lyase/3-hexulose-6-phosphate synthase		10276494	METBO_RS00345	1221	406	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	69358	70029	+					cbiM	10276495	METBO_RS00350	672		old_locus_tag=Metbo_0072
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	69358	70029	+	WP_013643676.1	WP_013643676.1		cobalt transporter CbiM	cbiM	10276495	METBO_RS00350	672	223	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	70029	70331	+						10276496	METBO_RS00355	303		old_locus_tag=Metbo_0073
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	70029	70331	+	WP_013643677.1	WP_013643677.1		PDGLE domain-containing protein		10276496	METBO_RS00355	303	100	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	70587	71420	+					cbiQ	10276497	METBO_RS00360	834		old_locus_tag=Metbo_0074
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	70587	71420	+	WP_013643678.1	WP_013643678.1		cobalt ECF transporter T component CbiQ	cbiQ	10276497	METBO_RS00360	834	277	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	72164	72757	+						10276498	METBO_RS00365	594		old_locus_tag=Metbo_0075
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	72164	72757	+	WP_013643679.1	WP_013643679.1		flavodoxin family protein		10276498	METBO_RS00365	594	197	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	72944	73156	+						10276499	METBO_RS00370	213		old_locus_tag=Metbo_0076
CDS	with_protein	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	72944	73156	+	WP_013643680.1	WP_013643680.1		ferredoxin family protein		10276499	METBO_RS00370	213	70	
gene	protein_coding	GCF_000191585.1	Primary Assembly	chromosome		NC_015216.1	73134	73709	+					hisB	10276500	METBO_RS00375	576		old_locus_tag=Metbo_0077
